Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Saint Lucia","Import Quantity","Other papers mainly for packaging","2016","8"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","4"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","232"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Production","Wood fuel, non-coniferous (production)","2016","7167"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wood fuel, all species (export/import)","2016","0"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","103"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","26"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","8"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","215"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","41"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Production","Wood charcoal","2016","368"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wood charcoal","2016","3"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Wood charcoal","2016","5"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wood chips and particles","2016","88"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Wood chips and particles","2016","3"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wood residues","2016","84"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Wood residues","2016","30"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Sawnwood, coniferous","2016","8265"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Sawnwood, coniferous","2016","3"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Sawnwood, non-coniferous all","2016","712"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Sawnwood, non-coniferous all","2016","2"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Veneer sheets","2016","71"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Plywood","2016","1941"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Plywood","2016","2"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Particle board","2016","2"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Particle board","2016","0"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","OSB","2016","0"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Hardboard","2016","3"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Hardboard","2016","45"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","MDF/HDF","2016","33"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","MDF/HDF","2016","44"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Other fibreboard","2016","7"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Recovered paper","2016","296"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Recovered paper","2016","69"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Newsprint","2016","84"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Newsprint","2016","1"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Printing and writing papers","2016","137"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Printing and writing papers","2016","200"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","10"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Printing and writing papers, uncoated, wood free","2016","100"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Printing and writing papers, uncoated, wood free","2016","200"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Printing and writing papers, coated","2016","27"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Other paper and paperboard","2016","1797"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Other paper and paperboard","2016","213"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Household and sanitary papers","2016","91"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wrapping and packaging paper and paperboard","2016","1698"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Wrapping and packaging paper and paperboard","2016","213"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Case materials","2016","1659"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Case materials","2016","10"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Cartonboard","2016","2"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Wrapping papers","2016","37"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Wrapping papers","2016","45"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Other papers mainly for packaging","2016","0"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Export Quantity","Other papers mainly for packaging","2016","158"
"Forestry Production and Trade","Saint Vincent and the Grenadines","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","8"
"Forestry Production and Trade","Samoa","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Samoa","Production","Wood fuel, non-coniferous (production)","2016","70000"
"Forestry Production and Trade","Samoa","Import Quantity","Wood fuel, all species (export/import)","2016","27"
"Forestry Production and Trade","Samoa","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","2120"
"Forestry Production and Trade","Samoa","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","60"
"Forestry Production and Trade","Samoa","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","43"
"Forestry Production and Trade","Samoa","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","180"
"Forestry Production and Trade","Samoa","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","1"
"Forestry Production and Trade","Samoa","Production","Sawlogs and veneer logs, non-coniferous","2016","2700"
"Forestry Production and Trade","Samoa","Production","Other industrial roundwood, non-coniferous (production)","2016","3000"
"Forestry Production and Trade","Samoa","Production","Wood charcoal","2016","528"
"Forestry Production and Trade","Samoa","Import Quantity","Wood charcoal","2016","5"
"Forestry Production and Trade","Samoa","Import Quantity","Wood chips and particles","2016","421"
"Forestry Production and Trade","Samoa","Import Quantity","Wood residues","2016","184"
"Forestry Production and Trade","Samoa","Production","Sawnwood, coniferous","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Sawnwood, coniferous","2016","8575"
"Forestry Production and Trade","Samoa","Export Quantity","Sawnwood, coniferous","2016","17"
"Forestry Production and Trade","Samoa","Production","Sawnwood, non-coniferous all","2016","1000"
"Forestry Production and Trade","Samoa","Import Quantity","Sawnwood, non-coniferous all","2016","287"
"Forestry Production and Trade","Samoa","Export Quantity","Sawnwood, non-coniferous all","2016","27"
"Forestry Production and Trade","Samoa","Production","Veneer sheets","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Veneer sheets","2016","118"
"Forestry Production and Trade","Samoa","Export Quantity","Veneer sheets","2016","5"
"Forestry Production and Trade","Samoa","Import Quantity","Plywood","2016","1561"
"Forestry Production and Trade","Samoa","Export Quantity","Plywood","2016","5"
"Forestry Production and Trade","Samoa","Import Quantity","Particle board","2016","79"
"Forestry Production and Trade","Samoa","Import Quantity","OSB","2016","2"
"Forestry Production and Trade","Samoa","Import Quantity","Hardboard","2016","95"
"Forestry Production and Trade","Samoa","Import Quantity","MDF/HDF","2016","1508"
"Forestry Production and Trade","Samoa","Import Quantity","Other fibreboard","2016","62"
"Forestry Production and Trade","Samoa","Import Quantity","Chemical wood pulp","2016","227"
"Forestry Production and Trade","Samoa","Export Quantity","Chemical wood pulp","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","226"
"Forestry Production and Trade","Samoa","Export Quantity","Chemical wood pulp, sulphate, bleached","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","1"
"Forestry Production and Trade","Samoa","Export Quantity","Chemical wood pulp, sulphite, bleached","2016","0"
"Forestry Production and Trade","Samoa","Import Quantity","Pulp from fibres other than wood","2016","14"
